3300.0,4.16,3730.0,7.0,3675.0,1.0,1,0.0,1,0,0,0,1,0,0,0,1.0,0.0,702,0,0,1,0,0,0,0,0,0,11.71
32000.0,15.61,9250.0,15.0,32566.0,1.0,0,0.0,0,0,0,1,0,0,0,0,1.0,0.0,702,0,0,0,0,0,0,1,0,0,17.27
6250.0,18.04,2400.0,5.0,14863.0,0.0,1,0.0,0,0,0,1,1,0,0,0,0.0,1.0,722,0,0,0,0,0,0,0,0,1,10.25
7200.0,12.13,2333.33,7.0,6262.0,1.0,1,0.0,0,0,0,1,0,0,0,0,1.0,0.0,727,0,0,0,0,0,0,1,0,0,7.9
6000.0,5.65,7083.33,15.0,5747.0,0.0,1,0.0,0,0,1,0,0,0,0,0,0.0,1.0,752,0,0,0,1,0,0,0,0,0,6.03
6000.0,19.38,7250.0,6.0,42987.0,1.0,1,0.0,0,0,1,0,0,0,1,0,1.0,0.0,727,0,0,0,0,0,0,0,0,1,11.89
24000.0,20.77,4583.33,13.0,28399.0,1.0,0,0.0,0,0,0,1,0,0,0,0,1.0,0.0,667,0,0,0,0,0,0,0,0,1,24.2
12800.0,20.04,3333.33,13.0,24723.0,0.0,0,0.0,0,1,0,0,0,0,0,0,0.0,1.0,722,0,0,0,0,1,0,0,0,0,11.49
12000.0,12.78,10000.0,9.0,23474.0,0.0,1,0.0,0,0,0,1,0,0,0,0,1.0,0.0,707,0,0,0,0,0,0,0,1,0,7.9
4200.0,28.8,3166.67,16.0,7728.0,3.0,0,0.0,0,0,1,0,0,0,0,0,1.0,0.0,662,0,0,1,0,0,0,0,0,0,20.49
12000.0,2.37,12500.0,13.0,10944.0,0.0,1,0.0,0,0,0,1,0,0,0,0,0.0,1.0,737,0,0,0,0,1,0,0,0,0,11.14
7000.0,7.04,3010.0,5.0,3047.0,2.0,1,0.0,1,0,0,0,0,0,0,0,1.0,0.0,672,0,0,0,0,0,0,0,1,0,14.22
15000.0,19.36,5000.0,10.0,16618.0,0.0,1,0.0,0,0,1,0,0,0,0,1,0.0,0.0,697,0,0,0,0,0,0,0,0,1,13.11
35000.0,16.33,11000.0,15.0,13766.0,1.0,1,0.0,0,0,0,1,0,0,1,0,1.0,0.0,707,0,0,0,0,0,0,0,0,0,18.49
8000.0,7.32,5833.33,8.0,5350.0,2.0,1,0.0,0,0,1,0,0,0,1,0,1.0,0.0,672,0,0,0,1,0,0,0,0,0,17.27
20125.0,4.29,3750.0,13.0,73952.0,0.0,1,0.0,0,1,0,0,0,0,0,0,0.0,1.0,832,0,0,1,0,0,0,0,0,0,7.62
6000.0,9.31,1750.0,14.0,5056.0,0.0,1,0.0,0,0,1,0,0,1,0,0,0.0,0.0,707,0,1,0,0,0,0,0,0,0,7.9
3000.0,21.3,2333.33,10.0,3168.0,1.0,1,0.0,0,0,1,0,0,0,0,0,0.0,0.0,712,0,0,1,0,0,0,0,0,0,9.99
15000.0,16.55,4166.67,11.0,9066.0,0.0,1,0.0,0,0,1,0,0,0,0,0,1.0,0.0,697,0,0,0,0,0,0,1,0,0,13.11
8500.0,12.33,6100.0,17.0,6370.0,0.0,1,0.0,0,1,0,0,0,0,0,0,0.0,1.0,747,0,0,0,0,0,0,0,0,1,6.03
12000.0,18.63,4000.0,9.0,11376.0,0.0,0,0.0,0,0,1,0,0,0,1,0,1.0,0.0,687,0,0,0,0,0,0,0,0,1,16.49
2400.0,11.2,2000.0,4.0,3055.0,0.0,1,0.0,0,0,1,0,0,0,1,0,1.0,0.0,707,0,0,0,0,0,0,0,0,1,10.74
20000.0,17.51,7833.33,14.0,49898.0,0.0,1,0.0,0,0,0,1,0,0,0,0,0.0,1.0,762,0,0,0,0,1,0,0,0,0,10.25
3200.0,14.77,2824.0,6.0,3318.0,1.0,1,0.0,0,0,1,0,0,0,0,0,1.0,0.0,672,1,0,0,0,0,0,0,0,0,12.86
22350.0,3.66,11250.0,8.0,10753.0,2.0,1,0.0,0,1,0,0,0,0,1,0,0.0,0.0,672,0,0,1,0,0,0,0,0,0,14.07
8400.0,22.32,3333.33,7.0,5500.0,0.0,1,0.0,0,0,0,1,0,0,0,0,1.0,0.0,692,0,0,0,1,0,0,0,0,0,12.12
18000.0,15.35,5666.67,12.0,1372.0,0.0,0,0.0,0,0,0,1,0,0,0,1,1.0,0.0,752,0,0,0,0,0,0,1,0,0,10.99
10000.0,19.23,9150.0,16.0,43256.0,2.0,1,0.0,0,0,1,0,0,0,0,0,0.0,1.0,707,0,0,0,0,0,0,0,0,1,10.99
16800.0,13.42,5416.67,10.0,7258.0,3.0,0,0.0,0,0,0,1,0,0,0,0,0.0,1.0,732,0,0,0,0,0,1,0,0,0,10.99
4500.0,13.9,3000.0,10.0,387.0,0.0,1,0.0,0,0,0,1,0,0,0,1,0.0,1.0,767,0,0,0,0,0,0,0,1,0,7.51
6400.0,9.58,6400.0,11.0,12306.0,1.0,1,0.0,1,0,0,0,0,0,0,0,1.0,0.0,737,0,0,0,0,0,0,0,1,0,7.51
35000.0,12.2,14166.67,7.0,103354.0,0.0,1,0.0,1,0,0,0,0,0,0,0,0.0,1.0,722,0,0,0,0,0,0,0,0,0,14.65
23000.0,25.84,6625.0,17.0,19870.0,1.0,1,0.0,0,0,0,1,0,0,0,0,0.0,1.0,687,0,0,0,0,0,1,0,0,0,17.77
16000.0,10.3,5416.67,15.0,15119.0,0.0,1,0.0,0,0,1,0,1,0,0,0,1.0,0.0,737,0,1,0,0,0,0,0,0,0,8.49
6500.0,22.84,6400.0,11.0,7435.0,0.0,1,0.0,0,0,1,0,0,1,0,0,0.0,1.0,732,0,0,0,0,0,0,0,0,0,5.79
